"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"BTU1300157","BTU LIGHTENING",2568,"8/13/2013 0:00:00","RD, PB, MS",2008,"5807","NAD83 UTM zone 10",639923.54,4423961.85,191,15,"GRANITE","",15,30,0.5,35,20,15,0,10,0,0,0,"1",5,"",NA,NA,0,0,6,0,6,"",0,25,10,20,120,0,120,80,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,270,0,NA,"NA NA NA","NA NA NA NA"
"BTU1300158","BTU LIGHTENING",2569,"8/13/2013 0:00:00","RD, MS, PB",2008,"5810 RD","NAD83 UTM zone 10",640123.45,4423965.55,325,35,"GRANITE","",15,5,0,68,12,26,0,0,0,5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"",7,33,0,20,120,0,120,125,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,63,7,NA,"NA NA NA","NA NA NA NA"
"BTU1300159","BTU LIGHTENING",2570,"8/13/2013 0:00:00","RD, MS, PB",2008,"5811 RD","NAD83 UTM zone 10",640314.5,4423971.4,181,14,"GRANITE","",35,0,0.5,40,25,14,0,0,1,0,0,"1",3,"",NA,NA,0,0.5,6,3,3,"BAF 40",16,30,1,40,240,120,120,62,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,8,16,"ABCO PILA CADE27","NA NA NA","NA NA NA ABCO PILA CADE27"
"BTU1300160","BTU LIGHTENING",2571,"8/13/2013 0:00:00","CP, NO",2008,"1153 NO","NAD83 UTM zone 10",640727.66,4423990.01,254,10,"GRANITE","",10,8,0.5,76,6,46,0,0,0.5,5,0,"1",5,"",NA,NA,0,3,14,0,14,"BAF 40",3,49,0.5,40,560,0,560,70,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,137,3,NA,"NA NA NA","NA NA NA NA"
"BTU1300161","BTU LIGHTENING",2572,"8/13/2013 0:00:00","CP, NO",2008,"1146 NO","NAD83 UTM zone 10",641321.01,4424005.2,110,25,"GRANITE","",0.5,0,3,96,1,7,0,35,50,0.5,60,"1",1,"",NA,NA,1,2,7,7,0,"",0.5,16,60,20,140,140,0,70,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1.2,0.5,"ABCO QUKE PILA","NA NA NA","NA NA NA ABCO QUKE PILA"
"BTU1300163","BTU LIGHTENING",2573,"8/13/2013 0:00:00","RD, MS, PB",2008,"5808 RD","NAD83 UTM zone 10",639916.91,4424160.6,262,28,"GRANITE","",15,1,0.5,57,27,10,0,0,0.5,5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"BAF 40",20,30,0.5,40,240,0,240,72,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,108.2,20,"ABCO PILA CADE27","NA NA NA","NA NA NA ABCO PILA CADE27"
"BTU1300164","BTU LIGHTENING",2574,"8/13/2013 0:00:00","RD, MS, PB",2008,"5809 RD","NAD83 UTM zone 10",640113.3,4424162.01,215,35,"GRANITE","",30,3,1,26,40,29,0,5,0.5,15,0,"1",5,"",NA,NA,0,1,6,0,6,"BAF 40",1,30,5,40,240,0,240,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,NA,1,NA,"NA NA NA","NA NA NA NA"
"BTU1300165","BTU LIGHTENING",2575,"8/13/2013 0:00:00","CP, NO",2008,"1152 NO","NAD83 UTM zone 10",640715.36,4424189.59,100,9,"GRANITE","",20,10,0.5,62,8,26,0,0,0.5,5,0,"1",5,"",NA,NA,0,0.5,8,0,8,"BAF 40",30,56,0.5,40,320,0,320,55,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,118,30,"ABCO ABMA","NA NA NA","NA NA NA ABCO ABMA"
"BTU1300166","BTU LIGHTENING",2576,"8/13/2013 0:00:00","CP, NO",2008,"","NAD83 UTM zone 10",640912.91,4424194.01,10,27,"GRANITE","",0.5,20,2,76,2,5,0,0,60,3,60,"1",3,"",NA,NA,0.5,1.5,6,3,3,"BAF 40",0,5,60,40,240,120,120,60,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1.1,0,"ABMA PILA ABCO","NA NA NA","NA NA NA ABMA PILA ABCO"
"BTU1300167","BTU LIGHTENING",2577,"8/13/2013 0:00:00","CP, NO",2008,"1147 NO","NAD83 UTM zone 10",641317.17,4424203.56,210,29,"GRANITE","",0.5,15,1,81,3,17,0,0,30,5,30,"1",2,"",NA,NA,1,2,8,7,1,"BAF 40",1,18,30,40,320,280,40,70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,2,1,"ABCO ABMA PILA","NA NA NA","NA NA NA ABCO ABMA PILA"
"BTU1300168","BTU LIGHTENING",2578,"8/13/2013 0:00:00","CP, NO",2008,"1148 NO","NAD83 UTM zone 10",641513.33,4424214.86,112,34,"GRANITE","",6,10,0.5,76,8,9,0,0,0.5,4,0,"1",4,"",NA,NA,0,0.5,5,0,5,"",65,74,0.5,20,100,0,100,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,15.5,65,"ABCO PIPO CADE27","NA NA NA","NA NA NA ABCO PIPO CADE27"
"BTU1300169","BTU LIGHTENING",2579,"8/13/2013 0:00:00","CP, NO",2008,"1150 NO","NAD83 UTM zone 10",640710.46,4424386.21,100,18,"GRANITE","",0.5,60,0.5,37,3,5,0,0,0.5,8,0,"1",4,"",NA,NA,0.5,1.5,6,2,4,"",2,7,0.5,20,120,40,80,50,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,7,2,"ABCO PILA ABMA","NA NA NA","NA NA NA ABCO PILA ABMA"
"BTU1300170","BTU LIGHTENING",2580,"8/13/2013 0:00:00","CP, NO",2008,"1149 NO","NAD83 UTM zone 10",641309.99,4424403.11,113,14,"GRANITE","",15,8,0.5,75,2,77,0,0,0,2,0,"1",4,"",NA,NA,0,0.5,8,6,2,"BAF 5",0,77,0,5,40,30,10,85,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,10.7,0,"ABCO PILA ABMA","NA NA NA","NA NA NA ABCO PILA ABMA"
"BTU1300175","BTU LIGHTENING",2581,"8/14/2013 0:00:00","CP, NO",2008,"1154 NO","NAD83 UTM zone 10",640276.61,4425375.89,190,10,"GRANITE","",0,0,0.5,98,2,0.5,0,0,0.5,8,0,"1",5,"",NA,NA,0.5,1,9,0,9,"95% OF PLOT IS BRACKEN FERN",96,96,0.5,20,180,0,180,45,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,38,96,"ABCO ABMA PILA","NA NA NA","NA NA NA ABCO ABMA PILA"
"BTU1300176","BTU LIGHTENING",2582,"8/14/2013 0:00:00","CP, NO",2008,"1155 NO","NAD83 UTM zone 10",640473.66,4425381.83,110,34,"GRANITE","",10,50,0.5,40,0.5,16,0,0,0.5,2,0,"1",4,"",NA,NA,0,1,8,4,4,"",2,18,0.5,20,160,80,80,35,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,9.5,2,"PILA ABMA PIPO","NA NA NA","NA NA NA PILA ABMA PIPO"
"BTU1300177","BTU LIGHTENING",2583,"8/14/2013 0:00:00","CP, NO",2008,"1156 NO","NAD83 UTM zone 10",641071.5,4425401.21,110,21,"GRANITE","",15,50,0.5,35,0.5,30,0,0,20,0,20,"1",2,"",NA,NA,0,1,6,6,0,"",0,31,20,20,120,120,0,50,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,4.9,0,"ABCO PILA ABMA","NA NA NA","NA NA NA ABCO PILA ABMA"
"BTU1300180","BTU LIGHTENING",2584,"8/14/2013 0:00:00","RD, MS, PB",2008,"5824 RD","NAD83 UTM zone 10",640070.05,4425566.25,200,16,"GRANITE","",15,7,1,76,1,20,0,0,0.5,5,0,"1",5,"",NA,NA,0,1,8,0,8,"",65,85,0.5,20,160,0,160,42,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,23.4,65,"PILA ABCO PICO","NA NA NA","NA NA NA PILA ABCO PICO"
"BTU1300181","BTU LIGHTENING",2585,"8/14/2013 0:00:00","RD, MS, PB",2008,"5825 RD","NAD83 UTM zone 10",640272.63,4425574.88,271,11,"GRANITE","",5,0,1,74,20,2,15,0,0.5,2,0,"1",5,"",NA,NA,0,2.5,11,0,11,"BAF 10",78,95,0.5,10,110,0,110,95,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,35,63,"PILA ABCO PICO","NA NA NA","NA NA NA PILA ABCO PICO"
"BTU1300183","BTU LIGHTENING",2586,"8/14/2013 0:00:00","CP, NO",2008,"1157 NO","NAD83 UTM zone 10",640868.4,4425591.82,270,59,"GRANITE","",2,70,0.5,26,2,4,0,0,0.5,5,0,"1",4,"",NA,NA,0,2,12,1,11,"BAF 40",8,12,0.5,40,480,40,440,35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,9,8,"ABCO ABMA PILA","NA NA NA","NA NA NA ABCO ABMA PILA"
"BTU1300185","BTU LIGHTENING",2587,"8/14/2013 0:00:00","RD, MS, PB",2008,"5829 RD","NAD83 UTM zone 10",640062.31,4425767.05,244,16,"GRANITE","",2,0,1,72,20,10,10,0,10,15,0,"1",5,"",NA,NA,0,1.5,9,0,9,"BAF 40",55,75,10,40,360,0,360,42,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,14.3,45,"PILA ABCO PICO","NA NA NA","NA NA NA PILA ABCO PICO"
"BTU1300186","BTU LIGHTENING",2588,"8/14/2013 0:00:00","RD, MS, PB",2008,"5828 RD","NAD83 UTM zone 10",640263.91,4425773.62,147,16,"GRANITE","",20,0,1,54,25,25,0,0,2,4,0,"1",5,"",NA,NA,0,0.5,10,0,10,"",43,70,2,20,200,0,200,40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,30,43,"PILA ABCO PICO","NA NA NA","NA NA NA PILA ABCO PICO"
"BTU1300187","BTU LIGHTENING",2589,"8/14/2013 0:00:00","RD, MS, PB",2008,"5842 RD","NAD83 UTM zone 10",640459.45,4425775.05,139,14,"GRANITE","",0,20,3,73,4,2,0,0,0,5,0,"1",4,"",NA,NA,0,4,7,0,7,"BAF 40. PLOT IN WATERSHED",80,82,0,40,280,0,280,67,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,47,80,"ABCO PILA","NA NA NA","NA NA NA ABCO PILA"
"BTU1300190","BTU LIGHTENING",2590,"8/14/2013 0:00:00","CP, NO",2008,"1158 NO","NAD83 UTM zone 10",641261.2,4425809.34,198,35,"GRANITE","",15,15,0.5,68,2,45,0,0,1,0,0,"1",3,"",NA,NA,0,0.5,9,6,3,"BAF 10",8,53,1,10,90,60,30,40,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,5.5,8,"ABCO ABMA PILA","NA NA NA","NA NA NA ABCO ABMA PILA"
"BTU1300191","BTU LIGHTENING",2591,"8/14/2013 0:00:00","RD, MS, PB",2008,"5833 RD","NAD83 UTM zone 10",640055.36,4425966.3,88,27,"GRANITE","",35,35,0.5,30,0,40,0,0,0,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"BAF 5",5,45,0,5,0,0,0,30,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,37,5,"ABCO","NA NA NA","NA NA NA ABCO"
"BTU1300192","BTU LIGHTENING",2592,"8/14/2013 0:00:00","CP, MS, RD",2008,"5834 RD","NAD83 UTM zone 10",640256.69,4425971.26,197,8,"GRANITE","",0,2,1,67,30,5,5,0,0.5,10,0,"1",5,"",NA,NA,0,2,8,0,8,"",75,80,0.5,20,160,0,160,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,30,70,"ABCO PILA PIPO","NA NA NA","NA NA NA ABCO PILA PIPO"
"BTU1300193","BTU LIGHTENING",2593,"8/14/2013 0:00:00","RD, MS, PB",2008,"5841 RD","NAD83 UTM zone 10",640454.05,4425979.97,160,15,"GRANITE","",0,0,50,47,3,0,54,0,0,0,0,"1",4,"",NA,NA,0,3,8,0,8,"PLOT IN WATERSHED, INUNDATED",99,99,0,20,160,0,160,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,37.4,45,"ABCO PILA","NA NA NA","NA NA NA ABCO PILA"
"BTU1300194","BTU LIGHTENING",2594,"8/14/2013 0:00:00","CP, NO",2008,"1160 NO","NAD83 UTM zone 10",640656.01,4425985.44,142,20,"GRANITE","",15,2,0.5,70,13,21,0,0,1,5,0,"1",5,"",NA,NA,0,1,10,0,10,"BAF 40",35,57,1,40,400,0,400,50,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,83,35,"ABIES PILA","NA NA NA","NA NA NA ABIES PILA"
"BTU1300195","BTU LIGHTENING",2595,"8/14/2013 0:00:00","CP, MS",2008,"1159 NO","NAD83 UTM zone 10",641055.06,4425997.11,228,29,"GRANITE","",50,10,0.5,40,1,38,0,0,1,3,0,"1",5,"",NA,NA,0,1,6,0,6,"BAF 10",4,43,1,10,60,0,60,35,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,39,4,"ABIES PILA","NA NA NA","NA NA NA ABIES PILA"
"BTU1300197","BTU LIGHTENING",2596,"8/14/2013 0:00:00","RD, MS, PB",2008,"5835 RD","NAD83 UTM zone 10",640449.71,4426217.55,156,17,"GRANITE","",60,10,1,29,0,31,10,0,1,20,0,"1",4,"",NA,NA,0,3,6,0,6,"BAF 10",14,45,1,10,60,0,60,120,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,15,4,"ABCO PICO","NA NA NA","NA NA NA ABCO PICO"
"BTU1300198","BTU LIGHTENING",2597,"8/14/2013 0:00:00","RD, MS, PB",2008,"5840 RD","NAD83 UTM zone 10",640650.95,4426218.95,110,13,"GRANITE","",20,20,1,44,15,40,0,0,0.5,2,0,"1",4,"",NA,NA,0,0,1,0,1,"BAF 10",20,60,0.5,10,10,0,10,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,13.7,20,"ABCO PILA PIPO","NA NA NA","NA NA NA ABCO PILA PIPO"
"BTU1300199","BTU LIGHTENING",2598,"8/14/2013 0:00:00","RD, MS, PB",2008,"5830 RD","NAD83 UTM zone 10",640642.65,4426385.53,310,10,"GRANITE","",13,0,1,51,35,5,24,0,10,5,0,"1",4,"",NA,NA,0,1,8,0,8,"BAF 10",25,40,10,10,80,0,80,70,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,50.2,1,"ABCO PICO PIPO","NA NA NA","NA NA NA ABCO PICO PIPO"
"BTU1300200","BTU LIGHTENING",2599,"8/14/2013 0:00:00","RD, MS, PB",2008,"5839 RD","NAD83 UTM zone 10",640838.98,4426387.97,255,50,"GRANITE","",5,15,0.5,75,5,23,0,0,10,17,0,"1",5,"",NA,NA,0,0.5,8,0,8,"",2,35,10,20,160,0,160,20,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,19.2,2,"ABCO ABMA","NA NA NA","NA NA NA ABCO ABMA"
"BTU1300567","BTU LIGHTENING",2281,"8/21/2013 0:00:00","CP, PB, RD",2008,"5886 RD","NAD83 UTM zone 10",630580.12,4413704.54,250,9,"GRANITE","",0,0,4,91,5,0,0,5,60,0,45,"1",0,"",NA,NA,3,4,7,7,0,"CONTROL. BAF 40",0,50,60,40,280,280,0,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1.5,0,"PIPO PILA CADE27","NA NA NA","NA NA NA PIPO PILA CADE27"
"BTU1300578","BTU LIGHTENING",2271,"8/21/2013 0:00:00","CP, PB, RD",2008,"5885 RD","NAD83 UTM zone 10",630590.21,4413894.21,80,31,"GRANITE","",0,0,5,75,20,0,0,5,40,0,40,"1",0,"",NA,NA,1,4,7,7,0,"CONTROL. BAF 40",5,25,40,40,280,280,0,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1.9,5,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"BTU1300582","BTU LIGHTENING",2272,"8/20/2013 0:00:00","CP, PB, RD",2008,"5867 RD","NAD83 UTM zone 10",630762.85,4414308.05,232,14,"GRANITE","",0,0,5,75,20,0,0,10,95,0,95,"1",0,"",NA,NA,2,6,8,8,0,"CONTROL. BAF 40",9,20,95,40,320,320,0,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,4.6,9,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"BTU1300587","BTU LIGHTENING",2273,"8/20/2013 0:00:00","CP, PB, RD",2008,"5862","NAD83 UTM zone 10",630585.38,4414120.24,290,35,"GRANITE","",0,0,2,88,10,0,0,30,40,0,55,"1",0,"",NA,NA,2,8,6,4,2,"CONTROL. BAF 40",3,35,60,40,240,160,80,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,4.8,3,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"BTU1300588","BTU LIGHTENING",2274,"8/20/2013 0:00:00","CP, PB, RD",2008,"5861 RD","NAD83 UTM zone 10",630789.33,4414104.24,240,21,"GRANITE","",0,0,3,95,2,0,0,30,75,0,75,"1",0,"",NA,NA,4,5,8,8,0,"CONTROL. BAF 40",3,35,80,40,320,320,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1,3,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"BTU1300592","BTU LIGHTENING",2276,"8/20/2013 0:00:00","CP, PC, RD",2008,"5863 RD","NAD83 UTM zone 10",630568.33,4414307.21,260,40,"GRANITE","",0,55,0.5,45,0,0,0,30,25,0,25,"1",0,"",NA,NA,2,4,9,8,1,"CONTROL",0,31,40,20,180,160,20,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,4.7,0,"PIPO ABCO CADE27","NA NA NA","NA NA NA PIPO ABCO CADE27"
"BTU1300596","BTU LIGHTENING",2277,"8/20/2013 0:00:00","CP, PB, RD",2008,"5869 RD","NAD83 UTM zone 10",630557.5,4414500.01,128,34,"GRANITE","",0,0,2,88,10,17,0,40,20,0,25,"1",0,"",NA,NA,0,1.5,12,11,1,"CONTROL. BAF 10",0,60,50,10,120,110,10,128,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,5,0,"PSME PIPO PILA","NA NA NA","NA NA NA PSME PIPO PILA"
"BTU1300597","BTU LIGHTENING",2278,"8/20/2013 0:00:00","CP, PB, RD",2008,"5868 RD","NAD83 UTM zone 10",630756.09,4414515.05,56,7,"GRANITE","",0,0,5,90,5,0,0,8,75,0,75,"1",0,"",NA,NA,4,5,8,6,2,"CONTROL. BAF 40",5,20,75,40,320,240,80,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,1.2,5,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"BTU1300602","BTU LIGHTENING",2279,"8/22/2013 0:00:00","CP, PB, RD",2008,"5889 RD","NAD83 UTM zone 10",630751.79,4414712.63,300,4,"GRANITE","",NA,NA,NA,NA,NA,0,0,50,40,0,55,"1",0,"",NA,NA,1.5,3,6,6,0,"CONTROL.  MISSING GROUND COVER ESTIMATES :(",9,60,65,20,120,120,0,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,2.6,9,"ABCO ACMA LIDE3","NA NA NA","NA NA NA ABCO ACMA LIDE3"
"BTU1300603","BTU LIGHTENING",2280,"8/22/2013 0:00:00","CP, PB, RD",2008,"5888 RD","NAD83 UTM zone 10",630938.21,4414702.21,318,4,"GRANITE","",0,0,5,55,40,0,0,8,55,0,55,"1",0,"",NA,NA,2,4,7,7,0,"CONTROL. BAF 40",1,16,55,40,280,280,0,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"BTU","Y",2008,"",5,2.1,1,"PILA PIPO ABCO","NA NA NA","NA NA NA PILA PIPO ABCO"
"BUT1200041","BUTLER",1997,"8/15/2012 0:00:00","JM, EA",2007,"BTM0815-4024","NAD83 UTM zone 10",1052683.01,3806923.81,36,57,"GRANITE","",15,55,0.5,30,0.5,20,0,0,0,15,0,"1",4,"",NA,NA,0,0.5,3,0,3,"",10,30,0,20,60,0,60,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,12,10,"ABCO PIJE","NA NA NA","NA NA NA ABCO PIJE"
"BUT1200048","BUTLER",1998,"8/15/2012 0:00:00","JM, EA",2007,"BTM08150432","NAD83 UTM zone 10",1052475.96,3807151.3,19,55,"GRANITE","",2,15,0.5,83,0.5,25,0,0,0.5,5,0,"1",5,"",NA,NA,0.5,1,12,3,9,"",1,25,0.5,20,240,60,180,60,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,22.4,1,"PILA PIJE PICO","NA NA NA","NA NA NA PILA PIJE PICO"
"BUT1200049","BUTLER",1999,"8/15/2012 0:00:00","JM, EA",2007,"BTM0815-0439","NAD83 UTM zone 10",1052673.12,3807154.44,150,30,"GRANITE","",10,5,0.5,85,0,55,0,0,0,0,0,"1",5,"",NA,NA,1,1,4,2,2,"",0.5,55,0,20,80,40,40,30,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,11.6,0.5,"PIJE ABCO PILA","NA NA NA","NA NA NA PIJE ABCO PILA"
"BUT1200057","BUTLER",2000,"8/15/2012 0:00:00","JM, EA",2007,"BTM0815-0445","NAD83 UTM zone 10",1053269.94,3807371.74,359,23,"GRANITE","",3,5,0.5,90,2,5,5,0,20,0.5,25,"1",2,"",NA,NA,0.5,1,6,6,0,"",10,35,20,20,120,120,0,130,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,1.6,5,"ABCO PIJE","NA NA NA","NA NA NA ABCO PIJE"
"BUT1200061","BUTLER",2001,"8/29/2012 0:00:00","JM, EA",2007,"BTM0829-0827","NAD83 UTM zone 10",1055079.88,3807418.43,262,62,"GRANITE","",0.5,35,2,60,3,15,0.5,0,60,3,60,"1",2,"",NA,NA,3,1.5,4,4,0,"PLOT CENTER IS 1.2m AWAY FROM FLAGGING, @326 DEGREES.",1,16,60,20,80,80,0,90,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,3.6,1,"PIJE ABCO","NA NA NA","NA NA NA PIJE ABCO"
