"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"PWR0900248","POWER",558,"7/1/2009 0:00:00","kw/bs",2004,"1287","WGS84 UTM zone 10",735120.53,4263273.85,95,40,"gran","",10,10,50,30,0,45,5,NA,NA,0,0,"1",4,"",NA,NA,0,0.5,4,4,0,"",NA,NA,NA,20,80,80,0,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,10,0.5,"PIPO CADE27 QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUCH2"
"PWR0900255","POWER",523,"7/1/2009 0:00:00","kw/bs",2004,"1283","WGS84 UTM zone 10",734927.88,4263065.49,114,53,"gran","",0.5,5,60,30,3,0,10,NA,NA,35,2,"1",3,"",NA,NA,0,1,7,5,2,"mountain lupine",NA,NA,NA,20,140,100,40,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,8,50,"PIPO CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO CADE27 QUCH2 QUKE"
"PWR0900256","POWER",525,"7/1/2009 0:00:00","kw/bs",2004,"1288","WGS84 UTM zone 10",735127.43,4263073.46,131,49,"","",30,0.5,59,10,1,0,0.5,NA,NA,0,0,"1",3,"",NA,NA,0,1,2,1,1,"ferns +; heavy pine cone load",NA,NA,NA,20,40,20,20,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,5,59,"PIPO QUCH2 CADE27","NA NA NA","NA NA NA PIPO QUCH2 CADE27"
"PWR0900258","POWER",514,"8/26/2009 0:00:00","kw/bs",2004,"1646","WGS84 UTM zone 10",736126.35,4263108.74,262,35,"gran","",5,2,70,25,10,70,5,10,NA,20,0,"1",4,"",NA,NA,0.5,1.5,5,1,4,"",NA,NA,NA,20,100,20,80,180,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,6.47,5,"CADE27 PIPO PIJE QUCH2 QUKE","NA NA NA","NA NA NA CADE27 PIPO PIJE QUCH2 QUKE"
"PWR0900259","POWER",495,"8/26/2009 0:00:00","kw/bs",2004,"1647","WGS84 UTM zone 10",736757.53,4263129.74,284,35,"gran","",3,2,75,15,5,50,15,0,NA,0,0,"1",5,"",NA,NA,0,1,2,0,2,"Plot moved 25 m away from road.  Cheatgrass +",NA,NA,NA,20,40,0,40,195,70.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,70.38,5,"CADE27 QUKE QUCH2 PIPO PIJE","NA NA NA","NA NA NA CADE27 QUKE QUCH2 PIPO PIJE"
"PWR0900260","POWER",494,"8/26/2009 0:00:00","kw/bs",2004,"1648","WGS84 UTM zone 10",736929.28,4263132.7,242,27,"gran","",30,5,40,20,5,1,20,0,NA,0,30,"1",2,"",NA,NA,0,0.5,4,4,0,"Stump hole in plot center.",NA,NA,NA,20,80,80,0,12,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,1.28,20,"PIPO PIJE CADE27 QUCH2 QUKE","NA NA NA","NA NA NA PIPO PIJE CADE27 QUCH2 QUKE"
"PWR0900261","POWER",555,"9/8/2009 0:00:00","kw/bs",2004,"1675","WGS84 UTM zone 10",730929.63,4262734.73,184,27,"gran","",30,1,40,20,10,2,20,0,NA,0,10,"1",3,"",NA,NA,0,0.5,8,4,4,"",NA,NA,NA,20,160,80,80,30,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,2.49,18,"PILA CADE27 ABCO PIPO QUKE","NA NA NA","NA NA NA PILA CADE27 ABCO PIPO QUKE"
"PWR0900262","POWER",556,"9/8/2009 0:00:00","kw/bs",2004,"1674","WGS84 UTM zone 10",731128.2,4262745.47,348,44,"gran","",5,5,60,30,20,40,10,2,NA,10,0,"1",5,"",NA,NA,0.2,1,2,0,2,"Invasives: LOCR 5%. plot on stream bank. Grazing. 3 large oaks - I regenerating, 2 dead.",NA,NA,NA,20,40,0,40,200,26.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,26.56,10,"PIPO ABCO CADE27 PIJE QUKE","NA NA NA","NA NA NA PIPO ABCO CADE27 PIJE QUKE"
"PWR0900263","POWER",554,"9/8/2009 0:00:00","kw/bs",2004,"1672","WGS84 UTM zone 10",731332.88,4262748.61,106,30,"gran","",5,15,30,20,30,3,15,0,NA,0,0,"1",4,"",NA,NA,0,1,0,0,0,"Invasives: Cheatgrass +. Plot at the end of a logging skid. Heavily impacted. Slash & area logged",NA,NA,NA,20,0,0,0,180,30.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,30.15,12,"PSME PIPO CADE27 QUCH2 PILA ABCO","NA NA NA","NA NA NA PSME PIPO CADE27 QUCH2 PILA ABCO"
"PWR0900266","POWER",559,"7/1/2009 0:00:00","kw/bs",2004,"1282","WGS84 UTM zone 10",734930.44,4262864.39,112,67,"gran","",10,0.5,50,25,15,5,40,NA,NA,1,0,"1",4,"",NA,NA,0.5,1.5,3,1,2,"Invasives: Cheatgrass",NA,NA,NA,20,60,20,40,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,5,5,"PIPO QUCH2 CADE27","NA NA NA","NA NA NA PIPO QUCH2 CADE27"
"PWR0900271","POWER",552,"9/8/2009 0:00:00","kw/bs",2004,"1676","WGS84 UTM zone 10",730935.14,4262538.29,272,58,"gran","",20,10,45,20,5,35,5,0,NA,10,0,"1",4,"",NA,NA,0,0.5,6,3,3,"Invasives: LACE -, Cheatgrass -.  Plot on streambank.",NA,NA,NA,20,120,60,60,235,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,10.79,5,"CADE27 PIPO ABCO PSME PILA","NA NA NA","NA NA NA CADE27 PIPO ABCO PSME PILA"
"PWR0900272","POWER",553,"9/8/2009 0:00:00","kw/bs",2004,"1670","WGS84 UTM zone 10",731137.88,4262546.3,208,23,"gran","",5,0.5,25,70,1,1,20,0,NA,5,30,"1",3,"",NA,NA,0.5,1,10,7,3,"Invasives: LACE +, Thistle.  Area logged & grazed, low slash",NA,NA,NA,20,200,140,60,60,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,2.9,5,"PIPO CADE27 PILA PIJE ABIES PSME QUKE","NA NA NA","NA NA NA PIPO CADE27 PILA PIJE ABIES PSME QUKE"
"PWR0900274","POWER",528,"7/1/2009 0:00:00","kw/bs",2004,"1280","WGS84 UTM zone 10",734940.32,4262664.07,58,62,"gran","",1,2,95,2,0.5,95,0.5,NA,NA,0.5,0,"1",5,"",NA,NA,0,0.5,3,0,3,"very heavy mountain misery",NA,NA,NA,20,60,0,60,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,10,0.5,NA,"NA NA NA","NA NA NA NA"
"PWR0900277","POWER",527,"7/1/2009 0:00:00","kw/bs",2004,"1279","WGS84 UTM zone 10",734944.91,4262467.71,44,53,"gran","",20,0.5,40,40,0,0,20,NA,NA,10,25,"1",3,"",NA,NA,0,1.5,3,3,0,"",NA,NA,NA,20,60,60,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,10,20,"PIPO CADE27 QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUCH2"
"PWR0900281","POWER",551,"9/8/2009 0:00:00","kw/bs",2004,"1677","WGS84 UTM zone 10",731153.63,4261946.83,162,40,"gran","",5,10,45,20,15,10,10,5,NA,0,0,"1",4,"",NA,NA,0,1,2,0,2,"",NA,NA,NA,20,40,0,40,30,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,27.67,15,"PIPO PILA QUCH2 QUKE","NA NA NA","NA NA NA PIPO PILA QUCH2 QUKE"
"PWR0900282","POWER",550,"9/8/2009 0:00:00","kw/bs",2004,"1678","WGS84 UTM zone 10",731556.57,4261956.65,204,42,"gran","",1,0.5,90,10,0.5,80,5,0,NA,0,0,"1",5,"",NA,NA,0,0.5,3,0,3,"",NA,NA,NA,20,60,0,60,30,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,15.65,5,"PINUS PIJE PILA QUKE QUCH2","NA NA NA","NA NA NA PINUS PIJE PILA QUKE QUCH2"
"PWR0900283","POWER",557,"9/8/2009 0:00:00","kw/bs",2004,"1679","WGS84 UTM zone 10",731754.31,4261966.43,78,45,"gran","",3,2,65,15,3,32,15,12,NA,20,0,"1",4,"",NA,NA,0,1,2,1,1,"",NA,NA,NA,20,40,20,20,30,28.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"PWR","Y",2004,"",5,28.13,18,"PIPO QUKE QUCH2 PILA","NA NA NA","NA NA NA PIPO QUKE QUCH2 PILA"
"PWR1300103","POWER",2192,"9/4/2013 0:00:00","CP, RD",2004,"5895 RD","NAD83 UTM zone 10",737863.66,4262515.54,109,43,"granite","",1,10,2,70,17,33,1,15,3,0,75,"4",0,"",NA,NA,0,2.5,7,6,1,"BAF10",2,53,18,10,70,60,10,25,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,3.6,1,"PIPO QUCH2 QUKE","NA NA NA","NA NA NA PIPO QUCH2 QUKE"
"PWR1300104","POWER",2181,"9/3/2013 0:00:00","CP, RD",2004,"5893 RD","NAD83 UTM zone 10",738061.32,4262503.25,195,22,"granite","",0,0,1,94,5,0,0,2,15,0,65,"4",0,"",NA,NA,1,7,8,8,0,"control  BAF 20",9,27,17,20,160,160,0,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,1.8,9,"PIPO CADE27 QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUCH2"
"PWR1300112","POWER",2193,"9/3/2013 0:00:00","CP, RD",2004,"5894 RD","NAD83 UTM zone 10",738054.33,4262701.23,180,36,"granite","",0,1,3,95,1,0,0,1.5,0.5,0,75,"4",0,"",NA,NA,1,4.5,9,9,0,"",4,6,2,20,180,180,0,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,4.2,4,"PIPO CADE27 QUCH2","NA NA NA","NA NA NA PIPO CADE27 QUCH2"
"PWR1300291","POWER",2183,"9/4/2013 0:00:00","CP, RD",2004,"5903 RD","NAD83 UTM zone 10",733861.72,4265914.03,115,33,"granite","",0,0,2,97,1,3,0,0,10,0,80,"4",0,"",NA,NA,1.2,7,8,8,0,"BAF10",2,15,10,10,80,80,0,63,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,6,2,NA,"NA NA NA","NA NA NA NA"
"PWR1300292","POWER",2182,"9/14/2013 0:00:00","CP, RD",2004,"5904 RD","NAD83 UTM zone 10",734063.78,4265923.85,160,35,"granite","",0,0,2,83,15,7,0,6,10,0,70,"4",0,"",NA,NA,0.5,4,7,7,0,"BAF 40",2,25,16,40,280,280,0,110,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,0.5,1,"ABCO PIPO CADE27","NA NA NA","NA NA NA ABCO PIPO CADE27"
"PWR1300308","POWER",2185,"9/4/2013 0:00:00","CP, RD",2004,"5901 RD","NAD83 UTM zone 10",733668.76,4266096.93,130,8,"granite","",0,0,3,89,8,0,0,3,60,0,85,"4",0,"",NA,NA,2,3,7,7,0,"",2,65,60,20,140,140,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,1,2,"ABCO PILA CADE27","NA NA NA","NA NA NA ABCO PILA CADE27"
"PWR1300309","POWER",2184,"9/4/2013 0:00:00","CP, RD",2004,"5902 RD","NAD83 UTM zone 10",733865.35,4266108.29,129,13,"granite","",0,0,3,92,5,0,0.5,0,20,0,85,"4",0,"",NA,NA,1,3,6,6,0,"BAF40",5,25,20,40,240,240,0,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,3.3,4.5,"ABCO PILA CADE27","NA NA NA","NA NA NA ABCO PILA CADE27"
"PWR1300546","POWER",2188,"9/4/2013 0:00:00","CP, RD",2004,"5899 RD","NAD83 UTM zone 10",740644.66,4268292.21,356,30,"granite","",0,1,2,87,10,2,0,0,28,1,75,"4",0,"",NA,NA,0.5,3,9,7,2,"BAF40",0,30,28,40,360,280,80,20,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,1.8,0,"ABCO CADE27 PIPO","NA NA NA","NA NA NA ABCO CADE27 PIPO"
"PWR1300548","POWER",2186,"9/4/2013 0:00:00","CP, RD",2004,"5990 RD","NAD83 UTM zone 10",741078.69,4268309.11,16,15,"granite","",0,1,3,72,25,3,0,0,12,0,85,"4",0,"",NA,NA,1.5,7,10,10,0,"ABMA x ABCO hybrid zone?",0,15,12,20,200,200,0,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,0.5,0,"ABCO ABMA CADE27","NA NA NA","NA NA NA ABCO ABMA CADE27"
"PWR1300569","POWER",2189,"9/4/2013 0:00:00","CP, RD",2004,"5898 RD","NAD83 UTM zone 10",740062.35,4268507.65,74,44,"granite","",0,3,2,90,5,40,0,0,5,0,85,"4",0,"",NA,NA,0,2,12,10,2,"",0,45,5,20,240,200,40,33,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,0.9,0,"PIPO ABCO PILA","NA NA NA","NA NA NA PIPO ABCO PILA"
"PWR1300571","POWER",2190,"9/4/2013 0:00:00","CP, RD",2004,"5897 RD","NAD83 UTM zone 10",740460.22,4268509.54,316,30,"granite","",40,40,0.5,19.5,0,60,0,0,5,0,0,"4",0,"",NA,NA,0,0.5,6,4,2,"BAF 5",0,65,5,5,30,20,10,70,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,6.7,0,"PIPO ABCO ABMA","NA NA NA","NA NA NA PIPO ABCO ABMA"
"PWR1300572","POWER",2191,"9/4/2013 0:00:00","CP, RD",2004,"5896 RD","NAD83 UTM zone 10",740661.66,4268511.74,8,21,"granite","",0,5,4,89,2,26,0,0,4,0,65,"4",0,"",NA,NA,2,3.5,10,9,1,"",0,30,4,20,200,180,20,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"PWR","Y",2004,"",9,1,0,"ABCO PIPO CADE27","NA NA NA","NA NA NA ABCO PIPO CADE27"
"RAL1100011","RALSTON",1317,"7/29/2011 0:00:00","CR, TR",2006,"0110TR","NAD83 UTM zone 10",702724.8,4325319.51,284,9,"Granite","",0.5,0,3,96,1,3,1,1,80,0.5,75,"1",0,"",NA,NA,0.5,2,10,10,0,"control plot",6,40,80,20,200,200,0,60,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,1.2,5,"PIPO QUKE ABCO PSME","NA NA NA","NA NA NA PIPO QUKE ABCO PSME"
"RAL1100012","RALSTON",1316,"7/29/2011 0:00:00","CR,TR",2006,"0107TR","NAD83 UTM zone 10",702914.3,4325331.78,296,2,"Granite","",0,0,3,95,2,0,1,90,70,0,85,"1",0,"",NA,NA,0,4,8,8,0,"",2,85,99,20,160,160,0,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,1.1,1,"QUKE PSME PILA PIPO CONU4","NA NA NA","NA NA NA QUKE PSME PILA PIPO CONU4"
"RAL1100041","RALSTON",1319,"7/29/2011 0:00:00","CR, TR",2006,"0109TR","NAD83 UTM zone 10",702531.8,4325115.87,242,40,"Granite","",0,0,1,94,5,95,1,60,50,0.5,65,"1",0,"",NA,NA,5,1,4,4,0,"Control Plot",5,95,70,20,80,80,0,25,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,4.8,4,"PIPO QUKE PILA","NA NA NA","NA NA NA PIPO QUKE PILA"
"RAL1100042","RALSTON",1318,"7/29/2011 0:00:00","CR, TR",2006,"108TR","NAD83 UTM zone 10",702723.45,4325139.91,162,67,"Granite","",1,3,2,92,2,0,0.5,50,0,0,50,"1",0,"",NA,NA,0.5,2,1,1,0,"Control Plot",1,1,50,20,20,20,0,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2.7,1,"QUCH2","NA NA NA","NA NA NA QUCH2"
"RAL1100047","RALSTON",1315,"7/29/2011 0:00:00","CR, TR",2006,"0104TR","NAD83 UTM zone 10",703736.69,4325171.45,198,60,"Granite","",0.5,30,2,67,1,30,1,70,4,0.5,75,"1",0,"",NA,NA,0,2,2,2,0,"",6,40,70,20,40,40,0,250,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2.3,5,"QUCH2 CADE27","NA NA NA","NA NA NA QUCH2 CADE27"
"RAL1100049","RALSTON",1293,"7/29/2011 0:00:00","CP, KW",2006,"2544CP","NAD83 UTM zone 10",704132.81,4325190.15,236,40,"Granite","",15,3,1,66,15,25,10,15,15,20,10,"1",4,"",NA,NA,0,0.5,4,0,4,"moved plot 20m away from road",15,50,30,20,80,0,80,90,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,8.2,10,"QUKE PIPO","NA NA NA","NA NA NA QUKE PIPO"
"RAL1100056","RALSTON",1302,"7/28/2011 0:00:00","CR, TR",2006,"0088TR","NAD83 UTM zone 10",705534.42,4325257.5,212,23,"Granite","",1,0.5,2,92,5,74,1,0.5,41,10,40,"1",2,"",NA,NA,0,1,9,5,4,"",2,75,41,20,180,100,80,90,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2,1,"PIPO PSME QUKE","NA NA NA","NA NA NA PIPO PSME QUKE"
"RAL1100057","RALSTON",1300,"7/28/2011 0:00:00","CR, TR",2006,"0089TR","NAD83 UTM zone 10",705735.02,4325236.82,196,19,"Granite","",0,0,0.5,90,10,19,2,0,85,0,85,"1",0,"",NA,NA,1,5,9,9,0,"Slash & chipping in plot",2,20,85,20,180,180,0,10,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,5.1,0.5,"ABCO PSME CADE27 QUKE","NA NA NA","NA NA NA ABCO PSME CADE27 QUKE"
"RAL1100058","RALSTON",1295,"7/28/2011 0:00:00","CR, TR",2006,"0090TR","NAD83 UTM zone 10",705942.43,4325228.33,310,5,"Granite","",0,0,2,93,5,0,0,0.5,81,1,80,"1",0,"G",NA,NA,1,6,16,16,0,"Moved 20m S to avoid roads,  Heavy slash and chipping,  Evidence of Grazing (cattle)",1,5,81,20,320,320,0,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2.7,1,"CADE27 QUKE ABCO PILA","NA NA NA","NA NA NA CADE27 QUKE ABCO PILA"
"RAL1100059","RALSTON",1304,"7/28/2011 0:00:00","CP, KW",2006,"2543CP","NAD83 UTM zone 10",706129.11,4325252.13,325,4,"Granite","",1,0.5,2,77,20,1,0.5,10,68,5,65,"1",2,"",NA,NA,0.1,1.5,11,11,0,"",0.5,15,70,20,220,220,0,20,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,3.6,0.5,"ABCO PSME CADE27 QUKE PIPO","NA NA NA","NA NA NA ABCO PSME CADE27 QUKE PIPO"
"RAL1100060","RALSTON",1311,"7/29/2011 0:00:00","CR, TR",2006,"0099TR","NAD83 UTM zone 10",706329.94,4325248.7,348,8,"Granite","",1,0,1,90,8,12,1,0,65,10,60,"1",0,"",NA,NA,1,4,12,10,2,"Some nearby chipping, control plot",4,25,65,20,240,200,40,60,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,3.7,3,"CADE27 PSME ABCO PIPO","NA NA NA","NA NA NA CADE27 PSME ABCO PIPO"
"RAL1100061","RALSTON",1312,"7/29/2011 0:00:00","CR, TR",2006,"0100TR","NAD83 UTM zone 10",706554.46,4325264.53,338,11,"Granite","",5,0,1,64,30,5,1,0,20,0.5,15,"1",0,"",NA,NA,0.25,0.5,12,11,1,"Near Grazing area, control plot.  *short cade sapling was knocked over.",9,30,20,20,240,220,20,50,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,1.9,8,"CADE27 ABCO PILA PSME","NA NA NA","NA NA NA CADE27 ABCO PILA PSME"
"RAL1100092","RALSTON",1306,"7/28/2011 0:00:00","CP, KW",2006,"2542CP","NAD83 UTM zone 10",706137.42,4325044.44,192,51,"Granite","",20,10,1,67,2,25,10,45,10,5,50,"1",1,"",NA,NA,0,0.5,7,6,1,"",20,55,52,20,140,120,20,40,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,3.4,15,"QUKE PIPO ABCO CADE27 PSME PILA","NA NA NA","NA NA NA QUKE PIPO ABCO CADE27 PSME PILA"
"RAL1100093","RALSTON",1310,"7/28/2011 0:00:00","CP, KW",2006,"2541CP","NAD83 UTM zone 10",706334.56,4325058.46,190,8,"Granite","",20,0.5,2,58,20,40,8,0.5,35,0.5,40,"1",2,"",NA,NA,0,0.3,7,6,1,"",10,50,35,20,140,120,20,250,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2.3,5,"CADE27 PSME ABCO PIPO PILA QUKE","NA NA NA","NA NA NA CADE27 PSME ABCO PIPO PILA QUKE"
"RAL1100106","RALSTON",1337,"7/29/2011 0:00:00","CP, KW",2006,"2546","NAD83 UTM zone 10",702359.18,4324720.17,242,45,"Granite","",1,0.5,3,91,5,10,0.5,90,10,5,90,"1",1,"",NA,NA,0.5,1,12,12,0,"Moved plot 20m NE off road",1,10,90,20,240,240,0,250,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,0.8,1,"QUCH2 QUKE PILA PSME","NA NA NA","NA NA NA QUCH2 QUKE PILA PSME"
"RAL1100127","RALSTON",1314,"7/29/2011 0:00:00","CR, TR",2006,"0102TR","NAD83 UTM zone 10",706535.47,4324856.43,238,4,"Granite","",0,0,2,97,1,5,0.5,0.5,80,1,80,"1",0,"G",NA,NA,0.5,5,8,8,0,"Grazed, planted pipos, saplings thinned",8,10,80,20,160,160,0,50,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,2.3,8,"PIPO","NA NA NA","NA NA NA PIPO"
"RAL1100128","RALSTON",1313,"7/29/2011 0:00:00","CR, TR",2006,"0101TR","NAD83 UTM zone 10",706761.19,4324882.54,212,6,"Granite","",0.5,0,2,78,20,1,0.5,0.5,51,20,50,"1",2,"G",NA,NA,0.5,4,22,19,3,"Grazing",0.5,2,51,20,440,380,60,40,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"RAL","Y",2006,"",5,1.5,0,"CADE27 PILA ABCO PIPO","NA NA NA","NA NA NA CADE27 PILA ABCO PIPO"
