"ID","Regen_Plot","Fire","Date","Observers","Year of Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG (BASAL '10)","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY VEG","TREE_live only","BAF","BA Total1","BA Live1","BA Dead1"
1034,"SIM1000070","SIMS",6/28/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454782.00,4505428.00,8.00,7.00,"GRANITE",,0.00,55.00,5.00,40.00,0.00,87.00,0.50,1.00,4.00,0.00,0.00,0.00,"1",5.00,,,,0.00,1.00,0,0,0,,,,,20,0,0,0
1035,"SIM1000071","SIMS",6/28/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454771.00,4505200.00,75.00,10.00,"GRANITE",,5.00,0.00,2.00,86.00,7.00,40.00,1.00,50.00,2.00,0.00,1.00,0.00,"1",5.00,,,,0.00,0.50,2,0,2,,,,,20,40,0,40
1036,"HAR1000006","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",729686.41,4388849.93,332.00,36.00,"granite",,5.00,0.50,1.00,82.00,12.00,59.00,1.00,25.00,0.00,0.50,5.00,0.00,"1",5.00,"IV",,,0.00,3.00,6,0,6,"INV: BRTE",,,,20,120,0,120
1037,"HAR1000007","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",729885.12,4388855.41,306.00,56.00,"granite",,40.00,13.00,1.00,45.00,1.00,10.00,1.00,30.00,0.00,0.00,2.00,0.00,"1",4.00,"IV",,,0.00,2.00,3,1,2,"INV: BRTE",,,,20,60,20,40
1038,"HAR1000008","HARDING",8/25/2010 0:00:00,"BL, AJ, DS",2005.00,,"WGS84 UTM zone 10",727892.05,4388991.11,313.00,20.00,"granite",,0.50,3.00,1.00,96.00,0.00,3.00,0.50,15.00,0.00,50.00,0.50,48.00,"1",0.00,,,,3.20,7.00,7,7,0,"22.5m is closest tree with charring",,,,20,140,140,0
1039,"HAR1000009","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",728080.37,4388997.85,281.00,16.00,"granite",,1.00,10.00,1.00,88.00,0.50,1.00,0.50,85.00,0.00,0.50,1.00,0.50,"1",2.00,"IV",,,0.10,4.00,5,3,2,"INV: BRTE",,,,20,100,60,40
1040,"HAR1000010","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",729681.04,4389052.08,218.00,22.00,"granite",,70.00,15.00,1.00,14.00,0.00,9.00,0.50,2.00,0.00,15.00,0.50,15.00,"1",2.00,"IV",,,0.00,1.40,9,8,1,"INV: BRTE",,,,20,180,160,20
1041,"HAR1000011","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",729879.81,4389055.97,220.00,44.00,"granite",,5.00,19.00,1.00,64.00,11.00,0.50,0.50,60.00,0.00,0.00,0.00,0.00,"1",5.00,"IV",,,0.00,3.00,0,0,0,"INV: BRTE",,,,20,0,0,0
1042,"HAR1000012","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",730081.37,4389063.85,280.00,20.00,"granite",,48.00,12.00,2.00,40.00,2.00,14.00,2.00,30.00,0.00,0.00,10.00,0.00,"1",2.00,"IV",,,0.00,2.50,2,0,2,"INV: BRTE. Pinus contorta",,,,20,40,0,40
1043,"HAR1000013","HARDING",8/23/2010 0:00:00,"DS, BL, AJ",2005.00,,"WGS84 UTM zone 10",728273.96,4389194.02,321.00,42.00,"granite",,1.00,17.00,3.00,79.00,0.00,1.00,7.00,6.00,0.00,60.00,20.00,60.00,"1",1.00,"IV",,,0.50,2.00,12,12,0,"moved plot 5m @ 155 degrees to get off road. INV: BRTE",,,,20,240,240,0
1044,"HAR1000014","HARDING",8/23/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",728472.86,4389210.18,334.00,60.00,"granite",,4.00,1.00,1.00,89.00,5.00,15.00,35.00,5.00,0.00,12.00,2.00,12.00,"1",2.00,,,,0.00,1.50,7,2,5,,,,,20,140,40,100
1045,"HAR1000015","HARDING",8/23/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",728669.69,4389216.67,322.00,46.00,"granite",,1.00,12.00,1.00,78.00,8.00,33.00,25.00,5.00,0.00,0.00,2.00,0.00,"1",3.00,"IV",,,0.50,2.00,5,0,5,"INV: BRTE",,,,20,100,0,100
1046,"HAR1000024","HARDING",8/25/2010 0:00:00,"BL, DS, AJ",2005.00,,"WGS84 UTM zone 10",729866.72,4389454.71,240.00,32.00,"granite",,60.00,40.00,0.50,0.50,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,"1",5.00,"IV",,,0.00,0.50,0,0,0,"INV: BRTE",,,,20,0,0,0
1047,"SIM1000074","SIMS",6/28/2010 0:00:00,"TF,VA",2004.00,,"WGS84 UTM zone 10",454602.00,4504952.00,70.00,20.00,"GRANITE",,0.50,0.50,1.00,98.00,1.00,13.00,12.00,10.00,15.00,1.00,9.00,0.00,"1",5.00,,,,0.00,1.00,0,0,0,"*76 in GPS",,,,20,0,0,0
1048,"SIM1000063","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453936.75,4505906.33,50.00,25.00,"GRANITE",,1.00,30.00,3.00,62.00,4.00,2.00,5.00,7.00,30.00,2.00,10.00,0.00,"1",5.00,,,,0.00,0.50,2,0,2,"Ferns",,,,20,40,0,40
1049,"SIM1000055","SIMS",6/28/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453936.39,4506102.12,110.00,30.00,"GRANITE",,0.00,2.00,6.00,74.00,18.00,3.00,1.00,0.00,45.00,12.00,5.00,0.00,"1",5.00,,,,0.00,1.00,4,0,4,,,,,20,80,0,80
1050,"SIM1000050","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453910.94,4506301.56,,55.00,"GRANITE",,15.00,0.50,5.00,70.00,10.00,5.00,1.00,0.00,25.00,12.00,0.00,8.00,"1",5.00,,,,0.00,1.00,8,0,8,"no aspect recorded; invasive thistle",,,,20,160,0,160
1051,"SIM1000042","SIMS",6/23/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",452115.00,4506501.00,70.00,50.00,"GRANITE",,7.00,0.00,5.00,86.00,2.00,3.00,0.50,5.00,30.00,7.00,40.00,3.00,"1",4.00,,,,1.00,0.50,8,0,8,"off the road but just next to the road",,,,20,160,0,160
1052,"SIM1000025","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453896.05,4507088.55,330.00,,"GRANITE",,20.00,20.00,3.00,57.00,0.00,2.00,10.00,50.00,3.00,1.00,0.50,0.00,"1",5.00,,,,0.00,0.50,6,0,6,"no slope recorded; no visible seed source",,,,20,120,0,120
1053,"SIM1000034","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453899.81,4506893.79,328.00,25.00,"GRANITE",,3.00,10.00,4.00,73.00,10.00,5.00,2.00,70.00,0.00,0.50,0.50,0.00,"1",5.00,,,,0.00,0.50,4,0,4,"no visible seed source; PIPO may be planted, double check on map; invasive morning glory",,,,20,80,0,80
1054,"SIM1000015","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453882.89,4507291.53,2.00,35.00,"GRANITE",,40.00,10.00,2.00,45.00,3.00,0.50,15.00,20.00,0.00,1.00,1.00,0.00,"1",5.00,,,,0.00,0.50,5,0,5,"Invasive Morning Glory",,,,20,100,0,100
1055,"SIM1000039","SIMS",6/29/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453907.22,4506702.58,80.00,45.00,"GRANITE",,70.00,5.00,5.00,20.00,0.00,70.00,2.00,5.00,0.00,0.00,0.50,0.00,"1",5.00,,,,0.00,0.50,8,0,8,"no seed trees visible; no regen",,,,20,160,0,160
1056,"SIM1000008","SIMS",6/29/2010 0:00:00,"KW, VA, TF",2004.00,,"WGS84 UTM zone 10",453884.50,4507499.90,248.00,35.00,"GRANITE",,7.00,5.00,6.00,75.00,7.00,33.00,3.00,12.00,1.00,2.00,10.00,0.00,"1",5.00,,,,0.00,0.50,10,0,10,"No hardwood seed source visible",,,,20,200,0,200
1057,"SIM1000046","SIMS",6/28/2010 0:00:00,"TF, VA, KW",2004.00,,"WGS84 UTM zone 10",453927.34,4506482.80,130.00,55.00,"GRANITE",,5.00,1.00,4.00,90.00,0.00,60.00,2.00,15.00,0.00,0.00,0.50,0.00,"1",5.00,,,,0.00,1.00,3,0,3,"no fire severity; no visible seed sources; Invasive Morning Glory",,,,20,60,0,60
1058,"SIM1000012","SIMS",6/22/2010 0:00:00,"VA, TF",2004.00,,"WGS84 UTM zone 10",453193.00,4507241.00,280.00,65.00,"GRANITE",,4.00,3.00,3.00,90.00,0.00,19.00,10.00,25.00,2.00,1.00,60.00,0.00,"1",5.00,,,,1.00,3.00,5,0,5,"no hardwood seed source visible. Only 2 out of 5 BA dead recorded in size classes.",,,,20,100,0,100
1059,"SIM1000013","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453366.00,4507257.00,360.00,15.00,"GRANITE",,0.00,0.50,0.50,85.00,15.00,0.50,3.00,85.00,0.00,0.00,5.00,0.00,"1",5.00,,,,0.00,0.25,5,5,,"no visible seed sources. No regen in plot",,,,20,100,100,0
1060,"SIM1000022","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453211.00,4507015.00,82.00,55.00,"GRANITE",,60.00,2.00,2.00,36.00,0.00,5.00,0.50,4.00,20.00,13.00,60.00,0.00,"1",5.00,,,,0.00,1.50,6,0,6,"discrepency between BA dead count and size classes; no seed sources available",,,,20,120,0,120
1061,"SIM1000023","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453353.00,4507052.00,10.00,55.00,"GRANITE",,0.50,0.00,8.00,90.00,2.00,81.00,0.50,0.50,6.00,2.00,30.00,0.00,"1",5.00,,,,0.20,1.00,5,0,5,"no seed sources visible;",,,,20,100,0,100
1062,"SIM1000031","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453281.00,4506867.00,18.00,35.00,"GRANITE",,15.00,30.00,1.00,55.00,0.00,10.00,1.00,2.00,5.00,17.00,40.00,0.00,"1",5.00,,,,0.00,1.00,6,0,6,"no visible seed sources; POSSBLE ON OLD SKID TRAIL; MNT. Dogwood possible ____ Ossier (can't read handwriting)",,,,20,120,0,120
1063,"SIM1000037","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453304.00,4506677.00,80.00,17.00,"GRANITE",,55.00,0.00,1.00,38.00,6.00,10.00,0.50,0.50,7.00,0.50,5.00,0.00,"1",5.00,,,,0.00,4.00,0,0,0,"no visible seed sources.",,,,20,0,0,0
1064,"SIM1000009","SIMS",6/21/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454287.00,4507504.00,40.00,10.00,"GRANITE",,0.00,99.00,1.00,0.50,0.00,2.00,0.50,0.00,3.00,0.00,5.00,0.00,"1",3.00,,,,0.00,0.50,3,1,2,"2 BA dead but no size class described; Site was covered in rubble, perhaps from rock slide or human created. Did not get age or last year's growth for QUCH's b/c we don’t' know how to age them but they were growing out of old dead stumps.",,,,20,60,20,40
1065,"SIM1000017","SIMS",6/21/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454234.00,4507312.00,34.00,7.00,"GRANITE",,0.00,81.00,2.00,4.00,13.00,6.00,1.00,0.50,10.00,7.00,6.00,0.00,"1",4.00,,,,0.00,1.00,6,0,6,"BA dead count and size classes not the same number of snags.",,,,20,120,0,120
1066,"SIM1000026","SIMS",6/21/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454217.00,4507137.00,52.00,60.00,"GRANITE",,0.00,25.00,4.00,70.00,1.00,10.00,1.00,0.50,35.00,0.50,30.00,0.00,"1",5.00,,,,2.00,6.00,4,0,4,"BA dead count and size class not the same number; We did the plot 20m shg of the point. The point would have been located on top of a 30 ft high + 50ft across rock + impassible TODI",,,,20,80,0,80
1067,"SIM1000030","SIMS",6/22/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",453154.00,4506744.00,340.00,55.00,"GRANITE",,60.00,3.00,3.00,29.00,5.00,0.50,1.00,0.00,30.00,0.50,40.00,0.00,"1",5.00,,,,0.00,0.50,4,0,4,"no  hardwood seed source; BA dead count not same as number in size classes.",,,,20,80,0,80
1068,"SIM1000058","SIMS",6/23/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",452693.00,4505913.00,280.00,65.00,"GRANITE",,15.00,0.00,5.00,77.00,3.00,20.00,1.00,0.50,23.00,0.50,10.00,0.00,"1",4.00,,,,0.00,0.50,10,0,10,,,,,20,200,0,200
1069,"SIM1000027","SIMS",6/24/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",451591.00,4506649.00,298.00,35.00,"GRANITE",,0.00,40.00,2.00,57.00,1.00,13.00,2.00,10.00,10.00,1.00,25.00,2.00,"1",3.00,,,,1.00,2.00,8,1,7,"Plot on edge of fire. BA dead count not the same as count in snag size class",,,,20,160,20,140
1071,"SIM1000028","SIMS",6/24/2010 0:00:00,"VA, TF",2004.00,,"WGS84 UTM zone 10",451900.00,4506783.00,260.00,45.00,"GRANITE",,2.00,0.00,3.00,94.00,1.00,74.00,1.00,10.00,4.00,0.00,3.00,0.00,"1",5.00,,,,0.00,3.00,0,0,0,"No conifer regen within 50 ft",,,,20,0,0,0
1072,"SIM1000076","SIMS",7/15/2010 0:00:00,"VA, TF, KW",2004.00,,"WGS84 UTM zone 10",455155.72,4505139.39,110.00,20.00,"GRANITE",,2.00,0.50,4.00,84.00,10.00,37.00,10.00,40.00,10.00,2.00,15.00,0.00,"1",5.00,,,,0.00,1.20,11,0,11,"Invasive thistle; Ferns; Burned, dead PSME in plot has cones on it - seed source??",,,,20,220,0,220
1073,"SIM1000075","SIMS",7/15/2010 0:00:00,"TF, KW, VA",2004.00,,"WGS84 UTM zone 10",454949.00,4505122.92,278.00,6.00,"GRANITE",,20.00,60.00,4.00,15.00,1.00,5.00,1.00,2.00,30.00,3.00,5.00,0.00,"1",5.00,,,,0.00,1.50,3,1,2,"Ferns",,,,20,60,20,40
1074,"SIM1000079","SIMS",7/15/2010 0:00:00,"KW, VA, TF",2004.00,,"WGS84 UTM zone 10",454961.51,4504926.82,351.00,38.00,"GRANITE",,5.00,0.50,5.00,60.00,30.00,18.00,10.00,0.00,30.00,2.00,8.00,0.00,"1",5.00,,,,0.00,1.00,13,0,13,,,,,20,260,0,260
1075,"SIM1000080","SIMS",7/15/2010 0:00:00,"VA, TF, KW",2004.00,,"WGS84 UTM zone 10",455152.62,4504934.27,28.00,17.00,"GRANITE",,7.00,2.00,6.00,70.00,15.00,45.00,30.00,5.00,25.00,2.00,10.00,0.00,"1",5.00,,,,0.00,1.70,4,0,4,"no conifer seed source",,,,20,80,0,80
1076,"SPA1000092","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",515263.59,4387497.00,330.00,75.00,"granite",,33.00,50.00,6.00,10.00,1.00,13.00,1.00,0.00,0.00,65.00,0.00,60.00,"1",0.00,,,,0.00,1.00,3,3,0,"Plot just outside burn area.",,,,20,60,60,0
1077,"SPA1000084","SPANISH",7/20/2010 0:00:00,"VA, TF",2003.00,,"WGS84 UTM zone 10",515263.73,4387293.53,220.00,30.00,"granite",,41.00,30.00,3.00,25.00,1.00,40.00,1.00,4.00,0.00,1.00,0.00,0.00,"1",4.00,,,,0.50,0.00,0,0,0,,,,,20,0,0,0
1078,"SPA1000090","SPANISH",7/20/2010 0:00:00,"VA, TF",2003.00,,"WGS84 UTM zone 10",514663.28,4387481.22,270.00,30.00,"granite",,36.00,10.00,4.00,40.00,10.00,82.00,2.00,0.00,1.00,0.00,2.00,0.00,"1",5.00,,,,0.00,1.00,2,0,2,,,,,20,40,0,40
1079,"SPA1000091","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",514854.62,4387493.23,301.00,53.00,"granite",,5.00,0.00,6.00,89.00,0.50,94.00,18.00,5.00,2.00,0.00,8.00,0.00,"1",5.00,,,,0.00,2.00,3,0,3,"Ferns in plot.",,,,20,60,0,60
1080,"SPA1000126","SPANISH",7/20/2010 0:00:00,"KW, GB",2003.00,,"WGS84 UTM zone 10",515034.70,4388292.10,220.00,30.00,"granite",,3.00,2.00,4.00,89.00,2.00,35.00,10.00,40.00,0.00,2.00,5.00,0.00,"1",4.00,,,,0.00,2.00,3,0,3,"Inv: Cheat grass",,,,20,60,0,60
1081,"SPA1000116","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",514845.56,4388094.69,247.00,49.00,"granite",,24.00,60.00,1.00,15.00,0.50,30.00,0.00,0.00,2.00,0.00,0.00,0.00,"1",2.00,,,,0.00,0.20,1,1,0,"moved plot approx 10m at 75degrees",,,,20,20,20,0
1082,"SPA1000148","SPANISH",7/20/2010 0:00:00,"KW, GB, BL",2003.00,,"WGS84 UTM zone 10",515417.93,4388700.31,232.00,37.00,"granite",,20.00,2.00,1.00,72.00,5.00,15.00,10.00,0.50,0.00,5.00,0.00,5.00,,3.00,,,,0.00,1.50,6,5,1,"Ferns",,,,20,120,100,20
1083,"SPA1000128","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",515431.67,4388299.59,253.00,28.00,"granite",,63.00,5.00,2.00,25.00,5.00,35.00,0.50,0.50,0.50,10.00,0.50,10.00,"1",4.00,,,,0.00,1.00,5,1,4,,,,,20,100,20,80
1084,"SPA1000160","SPANISH",7/20/2010 0:00:00,"KW, GB, BL",2003.00,,"WGS84 UTM zone 10",515413.17,4388908.84,227.00,28.00,"granite",,10.00,5.00,5.00,77.00,3.00,4.00,0.50,0.00,0.00,65.00,10.00,65.00,"1",3.00,,,,0.00,1.00,9,6,3,,,,,20,180,120,60
1085,"SPA1000139","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",515425.10,4388504.82,177.00,50.00,"granite",,33.00,40.00,2.00,20.00,5.00,10.00,5.00,2.00,25.00,0.50,0.00,0.00,"1",4.00,,,,0.00,0.50,4,4,0,,,,,20,80,80,0
1086,"SPA1000159","SPANISH",7/20/2010 0:00:00,"KW, GB, BL",2003.00,,"WGS84 UTM zone 10",515219.15,4388899.82,72.00,55.00,"granite",,15.00,15.00,1.00,64.00,5.00,20.00,1.00,5.00,0.00,0.00,0.00,0.00,"1",3.00,,,,0.00,1.00,2,2,0,,,,,20,40,40,0
1087,"SPA1000137","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",515018.76,4388488.24,51.00,247.00,"granite",,5.00,10.00,1.00,64.00,20.00,10.00,15.00,20.00,0.00,1.00,5.00,0.00,"1",4.00,,,,0.00,1.00,4,0,4,"Inv: Cheat grass, LACE",,,,20,80,0,80
1089,"SPA1000127","SPANISH",7/20/2010 0:00:00,"KW, GB",2003.00,,"WGS84 UTM zone 10",515232.86,4388293.95,93.00,72.00,"granite",,42.00,15.00,0.50,40.00,3.00,2.00,1.00,0.50,1.00,21.00,0.00,20.00,"1",3.00,,,,0.00,2.50,9,8,1,,,,,20,180,160,20
1090,"SPA1000125","SPANISH",7/20/2010 0:00:00,"KW, GB, BL",2003.00,,"WGS84 UTM zone 10",514830.73,4388279.65,227.00,28.00,"granite",,27.00,10.00,3.00,60.00,0.50,65.00,5.00,10.00,0.00,10.00,0.00,0.00,"1",2.00,,,,0.00,1.00,0,0,0,,,,,20,0,0,0
1091,"SPA1000147","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",515217.38,4388694.33,112.00,57.00,"granite",,1.00,3.00,3.00,81.00,12.00,25.00,5.00,60.00,1.00,0.50,12.00,0.00,"1",4.00,,,,0.00,2.00,8,2,6,"INV: THISTLE",,,,20,160,40,120
1092,"SPA1000138","SPANISH",7/20/2010 0:00:00,"KW, BL, GB",2003.00,,"WGS84 UTM zone 10",515224.02,4388496.30,72.00,59.00,"granite",,40.00,40.00,3.00,9.00,8.00,56.00,5.00,1.00,2.00,1.00,0.50,0.00,"1",4.00,,,,0.00,0.50,2,0,2,,,,,20,40,0,40
1093,"SPA1000149","SPANISH",8/16/2010 0:00:00,"TF, VA, KM",2003.00,,"WGS84 UTM zone 10",512014.92,4388793.15,260.00,45.00,"granite",,25.00,0.50,2.00,53.00,20.00,64.00,2.00,2.00,0.00,7.00,0.50,5.00,"1",4.00,,,,0.00,1.00,5,3,2,,,,,20,100,60,40
1094,"SPA1000144","SPANISH",7/24/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",514411.96,4388668.20,140.00,20.00,"granite",,10.00,35.00,3.00,37.00,15.00,87.00,5.00,3.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.00,0.75,4,0,4,"Ferns in plot.",,,,20,80,0,80
1095,"SPA1000081","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",514470.53,4387270.50,260.00,60.00,"granite",,29.00,35.00,4.00,27.00,5.00,40.00,1.00,3.00,12.00,0.00,2.00,0.00,"1",4.00,,,,0.50,0.00,6,0,6,,,,,20,120,0,120
1096,"SPA1000072","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",514472.82,4387075.50,232.00,40.00,"granite",,30.00,40.00,2.00,27.00,1.00,2.00,3.00,1.00,6.00,7.00,1.00,5.00,"1",3.00,,,,0.50,1.00,2,2,0,,,,,20,40,40,0
1097,"SPA1000082","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",514658.90,4387273.94,280.00,33.00,"granite",,25.00,44.00,3.00,20.00,8.00,38.00,2.00,0.00,7.00,0.00,1.00,0.00,"1",4.00,,,,0.00,0.50,2,0,2,,,,,20,40,0,40
1098,"SPA1000073","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",515066.36,4387087.70,209.00,40.00,"granite",,50.00,23.00,2.00,20.00,5.00,57.00,4.00,3.00,0.00,1.00,0.00,0.00,"1",4.00,,,,0.00,0.40,2,0,2,,,,,20,40,0,40
1099,"SPA1000083","SPANISH",7/20/2010 0:00:00,"TF, VA",2003.00,,"WGS84 UTM zone 10",515060.92,4387289.38,230.00,35.00,"granite",,34.00,2.00,4.00,55.00,5.00,77.00,2.00,1.00,0.00,1.00,0.00,0.00,"1",5.00,,,,0.00,0.50,3,0,3,,,,,20,60,0,60
1101,"SIM1000018","SIMS",6/24/2010 0:00:00,"VA, TF",2004.00,,"WGS84 UTM zone 10",451437.00,4506857.00,61.00,50.00,"granite",,0.50,40.00,3.00,57.00,0.00,0.00,0.00,0.00,12.00,95.00,8.00,90.00,"1",1.00,,,,0.50,1.00,10,2,8,,,,,20,200,40,160
1102,"SIM1000019","SIMS",6/24/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",451599.00,4506797.00,20.00,55.00,"granite",,0.00,60.00,1.00,37.00,2.00,6.00,12.00,1.00,10.00,0.00,5.00,0.00,"1",4.00,,,,0.00,1.00,3,0,3,,,,,20,60,0,60
1103,"SIM1000083","SIMS",7/15/2010 0:00:00,"VA, TF, KW",2004.00,,"WGS84 UTM zone 10",455158.10,4504729.88,84.00,36.00,"granite",,15.00,5.00,5.00,70.00,5.00,11.00,3.00,1.00,25.00,3.00,10.00,0.00,"1",5.00,,,,0.00,1.50,4,0,4,,,,,20,80,0,80
1104,"SIM1000082","SIMS",7/15/2010 0:00:00,"VA, TF, KW",2004.00,,"WGS84 UTM zone 10",454971.11,4504739.14,286.00,65.00,"granite",,15.00,5.00,4.00,76.00,0.50,11.00,15.00,20.00,20.00,0.50,5.00,0.00,"1",5.00,,,,0.00,1.00,4,0,4,,,,,20,80,0,80
1105,"SIM1000072","SIMS",7/15/2010 0:00:00,"VA, TF, KW",2004.00,,"WGS84 UTM zone 10",455146.50,4505320.13,360.00,28.00,"granite",,0.50,1.00,5.00,92.00,2.00,17.00,5.00,0.00,20.00,80.00,10.00,0.00,"1",4.00,,,,0.00,0.70,9,0,9,"Moved plot 10m off of drainage.  Inv: thistle",,,,20,180,0,180
1106,"SIM1000073","SIMS",6/28/2010 0:00:00,"TF, VA",2004.00,,"WGS84 UTM zone 10",454417.00,4504955.00,91.00,30.00,"granite",,1.00,1.00,1.00,97.00,0.00,7.00,1.00,80.00,1.00,8.00,0.00,0.00,"1",5.00,,,,0.00,1.00,1,0,1,"Area looked planted. . . .",,,,20,20,0,20
1107,"SIM1000097","SIMS",9/1/2010 0:00:00,"TF, BL, DS",2004.00,,"WGS84 UTM zone 10",456413.50,4503386.02,95.00,48.00,"granite",,88.00,5.00,2.00,4.00,1.00,18.00,10.00,25.00,4.00,20.00,0.00,20.00,"1",1.00,,,,1.00,2.00,2,2,0,,,,,20,40,40,0
1108,"SIM1000059","SIMS",9/1/2010 0:00:00,"DS, TF",2004.00,,"WGS84 UTM zone 10",452730.45,4505860.54,335.00,30.00,"granite",,47.00,0.00,2.00,50.00,1.00,50.00,0.00,5.00,1.00,0.50,0.50,0.00,"1",5.00,,,,0.00,0.50,0,0,0,,,,,20,0,0,0
1109,"SIM1000078","SIMS",9/2/2010 0:00:00,"TF, GB",2004.00,,"WGS84 UTM zone 10",454556.55,4504919.39,40.00,62.00,"granite",,7.00,46.00,2.00,25.00,20.00,14.00,5.00,6.00,7.00,0.50,0.50,3.00,"1",5.00,,,,0.00,1.00,3,0,3,"in drainage.",,,,20,60,0,60
1110,"SIM1000081","SIMS",9/2/2010 0:00:00,"TF, GB",2004.00,,"WGS84 UTM zone 10",454367.32,4504711.37,326.00,35.00,"granite",,1.00,35.00,3.00,59.00,2.00,1.00,2.00,0.50,18.00,2.00,10.00,35.00,"1",2.00,,,,1.00,2.00,12,5,7,,,,,20,240,100,140
1111,"SIM1000043","SIMS",9/1/2010 0:00:00,"TF, BL, DS",2004.00,,"WGS84 UTM zone 10",452510.75,4506448.69,350.00,15.00,"granite",,37.00,2.00,3.00,40.00,18.00,9.00,0.50,1.00,40.00,1.00,2.00,0.00,"1",5.00,,,,0.10,3.00,6,0,6,"LIDE's producing acorns.",,,,20,120,0,120
1112,"SIM1000048","SIMS",9/1/2010 0:00:00,"TF, BL, DS",2004.00,,"WGS84 UTM zone 10",452515.76,4506245.99,330.00,44.00,"granite",,12.00,4.00,3.00,51.00,30.00,12.00,15.00,7.00,30.00,10.00,0.50,0.00,"1",5.00,,,,0.50,7.00,6,0,6,"Plot located in seep.",,,,20,120,0,120
1113,"SIM1000005","SIMS",9/2/2010 0:00:00,"BL, DS, AJ",2004.00,,"WGS84 UTM zone 10",452488.70,4507463.30,324.00,8.00,"granite",,10.00,12.00,6.00,62.00,10.00,9.00,20.00,20.00,12.00,65.00,2.00,60.00,"1",4.00,,,,0.00,2.40,11,3,8,"plot in drainage.",,,,20,220,60,160
